topic,script,source_path,description,run_command,has_docstring
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item126_baryogenesis_recovery_protocol.py,item126_baryogenesis_recovery_protocol.py,Strict thermodynamic recovery protocol for ANCHOR item 126.,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item126_baryogenesis_recovery_protocol.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item126_baryon_sign_analysis.py,item126_baryon_sign_analysis.py,"ITEM 126 — baryon-asymmetry SIGN: which involution carries it, and where the sign comes from. This SUPERSEDES the earlier 'sign from complement non-symmetry' attempt, which used the WRONG involution. Read the tiers; this is a correction + a",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item126_baryon_sign_analysis.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item126_baryon_sign_from_orientation.py,item126_baryon_sign_from_orientation.py,ITEM 126 / R15: the baryon-asymmetry SIGN from the now-fixed CP orientation.,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item126_baryon_sign_from_orientation.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item126_baryon_violation_vs_coloursilence.py,item126_baryon_violation_vs_coloursilence.py,"ITEM 126 — does the channel-ledger 3/14 count BARYON-NUMBER VIOLATION, or just colour-silence?",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item126_baryon_violation_vs_coloursilence.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item126_channel_ledger.py,item126_channel_ledger.py,Item 126 re-posed on the CHANNEL ledger: eta = (3/14) alpha^4 as a service-channel branching.,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item126_channel_ledger.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item126_colour_count.py,item126_colour_count.py,"The load-bearing baryogenesis step: are EXACTLY 3 of the 14 weight-4 codewords 'colour-singlet'? Item 126 asserts '3 colour-symmetric weight-4 codewords = R1,R2,R3' out of 14, giving eta=(3/14)alpha^4. The framework never defines 'colour-si",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item126_colour_count.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item126_jh_parity_and_handedness.py,item126_jh_parity_and_handedness.py,CP residuals (a) J<->eta_B sign parity and (b) the handedness convention.,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item126_jh_parity_and_handedness.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item126_sign_lock_convention_audit.py,item126_sign_lock_convention_audit.py,"AUDIT: is sign(eta_B) <-> sign(J) a from-nothing prediction, or a lock + convention?",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item126_sign_lock_convention_audit.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item126_sphaleron_conversion.py,item126_sphaleron_conversion.py,"ITEM 126 — the (B-L) -> B sphaleron leg of the baryon asymmetry, on the framework's content.",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item126_sphaleron_conversion.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item126_weight4_event_algebra.py,item126_weight4_event_algebra.py,"T1 gate for the re-posed item 126: the weight-4 coincidence event algebra, built explicitly.",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item126_weight4_event_algebra.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item48_beta_to_tleak.py,item48_beta_to_tleak.py,Item 48 — does the silver-ratio area-lock beta_oct/beta_tri PIN the matter leak hopping t_leak (and hence close the rho survival verdict)? Self-asserting on the geometry; the verdict is a careful NEGATIVE: the area-lock fixes the GAUGE stif,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item48_beta_to_tleak.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item48_bodydiagonal_route.py,item48_bodydiagonal_route.py,"Item 48 (DRIFT H6) -- BODY-DIAGONAL route (s3.1) survival test. Self-asserting on the COMPUTATION. Under a GAPLESS bulk web, the meson phi-eigenvalue dissolves on the body-diagonal route too -- three route-independent reasons + a concrete e",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item48_bodydiagonal_route.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item48_delta_closure.py,item48_delta_closure.py,"Item 48 -- closing the LAST input, the confinement gap Delta=1.78, for the rho-survival result.",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item48_delta_closure.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item48_feshbach_substrate.py,item48_feshbach_substrate.py,"Item 48 — Feshbach self-energy + substrate-constant evaluation (companion to item48_rho_3d_embedding.py). Self-asserting on the arithmetic; the verdict is REPORTED with its two input-identifications flagged (t~=Lambda, Delta=sigma*a0) -- th",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item48_feshbach_substrate.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item48_grover_continuum.py,item48_grover_continuum.py,Item 48 — the Grover-faithful continuum (closes the last open caveat of DRIFT H6).,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item48_grover_continuum.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item48_host_path.py,item48_host_path.py,"Item 48 — the HOST-PATH fork (octagon-perimeter vs s3.1 body-diagonal), resolved.",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item48_host_path.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item48_kpm_rho_ldos.py,item48_kpm_rho_ldos.py,Item 48 -- KPM local DOS of the rho 'P4 string' embedded in the 3D substrate continuum.,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item48_kpm_rho_ldos.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item48_rescues_refuted.py,item48_rescues_refuted.py,Item 48 (DRIFT H6): two post-hoc rescues of the rho mass examined and REFUTED. Self-asserting -- exit 0 means both refutations hold as stated. Logged so they are not re-litigated.,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item48_rescues_refuted.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item48_rho_3d_embedding.py,item48_rho_3d_embedding.py,Item 48 -- first explicit 3D construction: does the rho's L(P5)=P4 phi-eigenvalue survive embedding in the 3D TCH gauge web? Self-asserting on the ROBUST facts; the Delta-scan is REPORTED as model-dependent (see CAVEATS).,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item48_rho_3d_embedding.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item55_a1g_standard_ew_ratio_target_audit.py,item55_a1g_standard_ew_ratio_target_audit.py,item55_a1g_standard_ew_ratio_target_audit.py,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item55_a1g_standard_ew_ratio_target_audit.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item55_ew_service_hessian_rg_boundary_attempt.py,item55_ew_service_hessian_rg_boundary_attempt.py,item55_ew_service_hessian_rg_boundary_attempt.py,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item55_ew_service_hessian_rg_boundary_attempt.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item55_gauge_bridge_mz_ratio.py,item55_gauge_bridge_mz_ratio.py,item55_gauge_bridge_mz_ratio.py,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item55_gauge_bridge_mz_ratio.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item55_higgs_z_finite_invariant_barrier.py,item55_higgs_z_finite_invariant_barrier.py,Item 55: finite-invariant barrier for the Higgs/Z mass ratio.,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item55_higgs_z_finite_invariant_barrier.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item55_higgs_z_ratio_closure_audit.py,item55_higgs_z_ratio_closure_audit.py,item55_higgs_z_ratio_closure_audit.py,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item55_higgs_z_ratio_closure_audit.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item55_matter_cell_dynamical_matrix.py,item55_matter_cell_dynamical_matrix.py,item55_matter_cell_dynamical_matrix.py,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item55_matter_cell_dynamical_matrix.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item55f_cauchy_born_homogenization.py,item55f_cauchy_born_homogenization.py,item55f_cauchy_born_homogenization.py,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item55f_cauchy_born_homogenization.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item75_gaugeweb_dos.py,item75_gaugeweb_dos.py,"Item 75 (second target): the gauge-web density of states, and the dressed-alpha closure attempt through the derived linear-response formula delta = c * Gamma_esc/gap (dressed_alpha_nonunital.py).",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item75_gaugeweb_dos.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item79_bilinear_count.py,item79_bilinear_count.py,"Item 79 question (a): is T(16)=136 derivable, or is the antisymmetric 120 right?",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item79_bilinear_count.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item79_bridge_trace.py,item79_bridge_trace.py,Item 79 (i)-leg audit: does the WALK DYNAMICS on the 2-octagon gauge bridge actually realise the equipartition that turns the count T(16)+1=137 into alpha = Tr_non-unit[W|K2]?,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item79_bridge_trace.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item79_loop_closure.py,item79_loop_closure.py,Item 79 question (b): close the loop — derive Sum(gamma_k) = alpha*Lambda self-consistently.,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item79_loop_closure.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item79_premise_ledger_update.py,item79_premise_ledger_update.py,"Item 79 'under named premises' — the premise ledger updated with 2026-06-10 evidence, and the premise-5 stress test under the 3.2 channel reading (which also re-derives the rho_Lambda boot pair probability r = 2/9 and checks the 129/128 bou",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item79_premise_ledger_update.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item79_unital_channel.py,item79_unital_channel.py,"Item 79 (i)-leg, constructive half: EQUIPARTITION DERIVED from the monitored bridge channel.",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item79_unital_channel.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item84_r1_baryon_hasse_cascade.py,item84_r1_baryon_hasse_cascade.py,Does dynamic-R1 monitoring RESCUE item 84 (the baryonic R1-anomaly)?  No.,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item84_r1_baryon_hasse_cascade.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_MR_derivation_attempt.py,item87_MR_derivation_attempt.py,"ITEM 87 — can the complex Majorana M_R (the delta_nu phase) be DERIVED from boot/walk dynamics? Answer: NO, and the obstruction is EXACT. The delta_nu phase is a geometric primitive, not a dynamical output of the documented walk.",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_MR_derivation_attempt.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_bimaximal_escape_general_mutau.py,item87_bimaximal_escape_general_mutau.py,"ITEM 87/106 — chasing the ""1-3-zero / general mu-tau"" escape from the interlacing no-go (item87_mutau_gim_bimaximal_attempt.py). Does a GENERAL mu-tau matrix (m23 != 0, i.e. WITHOUT the topological-GIM texture zero) reach the bimaximal base",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_bimaximal_escape_general_mutau.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_boot_r1_edge_pair_crack.py,item87_boot_r1_edge_pair_crack.py,"Item 87 -- the user's ""crack in the wall"": move the closed R1 edge-pair record from the R4 sterile repair (electroweak, wrong register -> wall) to a BOOT generation-register stabilisation.",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_boot_r1_edge_pair_crack.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_clause_a_r1_nonlinear_decoder.py,item87_clause_a_r1_nonlinear_decoder.py,"Item 87, clause (A): is the NONLINEAR R1 constraint compatible with per-tick monitoring?  The flagged blocker was: R1 = G0*G1 is nonlinear, so it is not one of the documented LINEAR [8,4,4] stabilisers whose per-tick syndrome sec 5.9 names.",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_clause_a_r1_nonlinear_decoder.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_clause_b_rescue_contact_enumeration.py,item87_clause_b_rescue_contact_enumeration.py,"Item 87, clause (B), concrete enumeration: count the sector-visible R1 rescue contacts directly on the register, and test whether they equal d_s = (2,3,1,2).",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_clause_b_rescue_contact_enumeration.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_clause_b_sector_count.py,item87_clause_b_sector_count.py,"Item 87, clause (B): is the sector-count A_s = d_s DERIVED from the R1/boot structure, or imported from the canon's (electroweak) defect counting?",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_clause_b_sector_count.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_closed_r1_edge_pair_recovery.py,item87_closed_r1_edge_pair_recovery.py,Item 87 -- the user's Closed R1 Edge-Pair Recovery conjecture.,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_closed_r1_edge_pair_recovery.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_cp_holonomy_sector_closure.py,item87_cp_holonomy_sector_closure.py,CP / holonomy sector -- end-to-end closure status (consolidation).,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_cp_holonomy_sector_closure.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_cp_portal_phi_geometric.py,item87_cp_portal_phi_geometric.py,"Item 87 -- the genuine CP phase Phi: a geometric (holonomy-quantized) phase of the Z3 generation bundle, NOT the CP-trivial mass-shape delta.",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_cp_portal_phi_geometric.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_cp_portal_residue_localization.py,item87_cp_portal_residue_localization.py,item87_cp_portal_residue_localization.py,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_cp_portal_residue_localization.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_deltaL2_holonomy_coupling.py,item87_deltaL2_holonomy_coupling.py,Item 87 / item 126 / R15: Delta L=2 CP-holonomy iff theorem.,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_deltaL2_holonomy_coupling.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_delta_anomaly_crosssector_test.py,item87_delta_anomaly_crosssector_test.py,"Item 87 -- run at the canon's standing hypothesis (ANCHOR line 3460): is the Koide phase delta the chiral Q^3 ANOMALY coefficient (pi-free rational), derived via Fujikawa rather than geometry?  The lepton coincidence delta_l = 2/9 = |Q^3| (",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_delta_anomaly_crosssector_test.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_delta_conditional_covariance_test.py,item87_delta_conditional_covariance_test.py,Item 87 -- the user's strict conditional-covariance test: NO new source.,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_delta_conditional_covariance_test.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_delta_cp_parity_type.py,item87_delta_cp_parity_type.py,"Item 87 -- the user's diagnosis: every FAILED route for delta treats it as an antisymmetric / unitary / holonomy object (Bloch angle, Berry phase, winding, Aharonov-Bohm, Fujikawa anomaly, circulant phase).  Those are all CP-ODD: a physical",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_delta_cp_parity_type.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_delta_ellipticity_invariant.py,item87_delta_ellipticity_invariant.py,"Item 87 -- corrected reformulation (per the user): delta is the CP-even ELLIPTICITY (anisotropy strength) of the recovery-traffic tensor, NOT a principal- axis angle.",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_delta_ellipticity_invariant.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_delta_r1_generation_anisotropy.py,item87_delta_r1_generation_anisotropy.py,Item 87 -- the missing anisotropy for the traffic-tensor route comes from R1.,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_delta_r1_generation_anisotropy.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_delta_recovery_covariance_nogo.py,item87_delta_recovery_covariance_nogo.py,"Item 87 -- answer to ""derive the sector-resolved service-current covariance and test which normalized invariant the recovery action canonically selects.""",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_delta_recovery_covariance_nogo.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_delta_traffic_tensor_attempt.py,item87_delta_traffic_tensor_attempt.py,Item 87 -- symmetric recovery-traffic tensor attempt for the Koide offset delta.,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_delta_traffic_tensor_attempt.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_dynamic_r1_closure_grounding.py,item87_dynamic_r1_closure_grounding.py,"Item 87 -- Dynamic R1 Closure: does the framework's own record-action principle ground R1 as a monitored recovery (the user's iff), and is the record geometry robust to how the rescue is recorded?",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_dynamic_r1_closure_grounding.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_dynamic_r1_hasse_recovery_principle.py,item87_dynamic_r1_hasse_recovery_principle.py,Item 87 -- Dynamic R1 / Hasse-edge Recovery Principle.,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_dynamic_r1_hasse_recovery_principle.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_frame_transport_lemma_closure.py,item87_frame_transport_lemma_closure.py,ITEM 87 -- closing the coherent (continuous-rotation) frame-transport lemma.,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_frame_transport_lemma_closure.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_generation_order_ideal_reframing.py,item87_generation_order_ideal_reframing.py,"Generation as a MONITORED ORDER-IDEAL RECORD (a conceptual upgrade, not a delta fix).",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_generation_order_ideal_reframing.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_koide_phase_vs_coordinate_test.py,item87_koide_phase_vs_coordinate_test.py,"Item 87 -- reframing test: is the Koide delta a removable COORDINATE of a real spectrum, or a forced PHASE?  The proposal (to dissolve the ""why d/N rad"" residual) was that the charged-lepton masses are CP-trivial reals, so delta is just the",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_koide_phase_vs_coordinate_test.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_kor_r1_orientation_hunt.py,item87_kor_r1_orientation_hunt.py,ITEM 87/R15: hunt for the missing K_or generation-orientation tensor.,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_kor_r1_orientation_hunt.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_lepton_cp_obstruction.py,item87_lepton_cp_obstruction.py,ITEM 87 — why leptonic CP (PMNS / nu_R) vanishes in the walk substrate: a precise root cause.,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_lepton_cp_obstruction.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_leptonic_dcp_branch_and_lift.py,item87_leptonic_dcp_branch_and_lift.py,"Item 87 -- leptonic delta_CP: pin the portal-phase branch, reconcile eta/Phi, and test the lift to a physical PMNS Dirac delta_CP.",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_leptonic_dcp_branch_and_lift.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_leptonic_dirac_cp_from_frame_transport.py,item87_leptonic_dirac_cp_from_frame_transport.py,Item 87 -- does delta_CP pin once the PMNS angles are forced? YES: to J=0.,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_leptonic_dirac_cp_from_frame_transport.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_majorana_cp_operator.py,item87_majorana_cp_operator.py,ITEM 87 — the missing CP operator IS a complex-symmetric Majorana M_R (corrects a prior result).,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_majorana_cp_operator.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_mbb_0nubb_prediction.py,item87_mbb_0nubb_prediction.py,Item 87 -- concrete 0nubb effective mass m_bb from the framework's pinned neutrino sector (the natural home of the framework's leptonic CP).,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_mbb_0nubb_prediction.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_mbb_lobster_plot.py,item87_mbb_lobster_plot.py,"0nubb 'lobster' plot: m_bb vs the lightest neutrino mass, with the framework's prediction marked. Saves item87_mbb_lobster.{png,pdf}.",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_mbb_lobster_plot.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_missing_operator_search.py,item87_missing_operator_search.py,ITEM 87 — search for the missing operator that would carry CP into the lepton sector.,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_missing_operator_search.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_mutau_gim_bimaximal_attempt.py,item87_mutau_gim_bimaximal_attempt.py,"ITEM 87/106 — ATTEMPT to DERIVE the bimaximal base (theta_13^nu=0, theta_23^nu=45) from mu-tau symmetry + the topological-GIM texture zero, constrained to the real delta_nu=1/3 Koide masses.",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_mutau_gim_bimaximal_attempt.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_neutrality_selector_closure.py,item87_neutrality_selector_closure.py,Item 87 -- close the smaller-|Q| / sterility selector.,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_neutrality_selector_closure.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_neutrino_mass_spectrum.py,item87_neutrino_mass_spectrum.py,item87_neutrino_mass_spectrum.py,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_neutrino_mass_spectrum.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_neutrino_phase_form_residual.py,item87_neutrino_phase_form_residual.py,"Item 87 -- the deep residual: WHY is the Koide phase delta = d/N as a RAW radian?  An honest attack that pins the functional FORM and the proportionality constant from the one precisely-measured sector, narrows the admissible mechanism clas",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_neutrino_phase_form_residual.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_neutrino_phase_selection_audit.py,item87_neutrino_phase_selection_audit.py,"Item 87 -- neutrino-phase selection audit: which reading of the Koide/portal phase survives, and what the irreducible residual actually is.",PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_neutrino_phase_selection_audit.py,yes
matter_gauge_spectroscopy,scripts/matter_gauge_spectroscopy/item87_nu_r_feshbach_phase_audit.py,item87_nu_r_feshbach_phase_audit.py,Item 87 -- does the DOCUMENTED substrate embed the nu_R defect as an open arc of d at radius N (a phase delta = d/N rad)?  Build the actual Part-18 Feshbach coupling and check whether any phase -- arc OR winding -- is present at all.,PYTHONPATH=scripts/matter_gauge_spectroscopy:$PYTHONPATH python scripts/matter_gauge_spectroscopy/item87_nu_r_feshbach_phase_audit.py,yes
